Data Provider,Short Name,Version,Entry Title,Processing Level,Platforms,Start Time,End Time
ASF,ALOS_PSR_L1.0,1,ALOS PALSAR Level 1.0 Product,0,ALOS,2006-03-23T16:10:55.000Z,2011-04-22T20:23:36.000Z
ASF,ALOS_PSR_L1.1,1,ALOS PALSAR Level 1.1 Product,1,ALOS,2006-01-23T00:00:00.000Z,2011-05-23T00:00:00.000Z
ASF,ALOS_PSR_L1.5,1,ALOS PALSAR Level 1.5 Product,1,ALOS,2006-03-23T16:10:55.000Z,2011-04-22T20:23:36.000Z
ASF,ALOS_PSR_L2.2,1,ALOS PALSAR Level 2.2 Product,2,ALOS,2006-01-23T00:00:00.000Z,2011-05-23T00:00:00.000Z
ASF,ALOS_PSR_RTC_LOW,1,ALOS PALSAR Low Resolution Radiometric Terrain Corrected Product,2,ALOS,2006-03-23T16:10:55.000Z,2011-04-22T20:23:36.000Z
ASF,ALOS2_L1_PSR2,1,ALOS-2 PALSAR-2 Level 1 ScanSAR Product,1,ALOS-2,2014-08-01T00:00:00.000Z,
ASF,ARIA_S1_GUNW,1,ARIA Sentinel-1 Geocoded Unwrapped Interferograms,2,"Sentinel-1A,Sentinel-1B,Sentinel-1C",2014-06-15T03:44:43.000Z,
ASF,NISAR_VWC,1,Derived Vegetation Water Content used by the NASA-ISRO Synthetic Aperture Radar (NISAR) Mission,3,Terra,2022-10-31T00:00:00.000Z,2022-10-31T00:00:00.000Z
ASF,NISAR_WATERMASK,1,Derived Water Mask Tiles used by the NASA-ISRO Synthetic Aperture Radar (NISAR) Mission,3,Multi-sensor Analysis,2025-01-01T00:00:00.000Z,
ASF,ASF_ECMWF_SMST,1,ECMWF SMST Data,4,ECMWF,2025-08-01T00:00:00.000Z,
ASF,ASF_ECMWF_TROP,1,ECMWF TROPO Data,4,ECMWF,2015-01-01T00:00:00.000Z,
ASF,ERS-1_L0,1,ERS-1 Level 0 Product,0,ERS-1,1991-08-08T03:18:11.000Z,1997-09-29T15:20:44.000Z
ASF,ERS-1_L1,1,ERS-1 Level 1 Product,1,ERS-1,1991-08-08T03:18:11.000Z,1997-09-29T15:20:44.000Z
ASF,ERS-2_L0,1,ERS-2 Level 0 Product,0,ERS-2,1995-10-01T03:13:03.000Z,2011-07-04T00:23:48.000Z
ASF,ERS-2_L1,1,ERS-2 Level 1 Product,1,ERS-2,1995-10-01T03:13:03.000Z,2011-07-04T00:23:48.000Z
ASF,Sentinel-1_Burst_Map,1,Global Sentinel-1 Burst ID Map,4,"Sentinel-1A,Sentinel-1B",2022-05-30T00:00:00.000Z,2022-05-30T00:00:00.000Z
ASF,JERS-1_L1,1,JERS-1 Level 0 Product,0,JERS-1,1992-05-20T18:16:38.000Z,1998-10-11T00:57:08.000Z
ASF,JERS-1_L0,1,JERS-1 Level 1 Product,1,JERS-1,1992-05-20T18:16:38.000Z,1998-10-11T00:57:08.000Z
ASF,ALOS_PSR_KMZ,1,KMZ for ALOS PALSAR Radiometric Terrain Corrected Product,Not Provided,ALOS,2006-03-23T16:10:55.000Z,2011-04-22T20:23:36.000Z
NSIDC_CPRD,NSIDC-0725,1,MEaSUREs Greenland Annual Ice Sheet Velocity Mosaics from SAR and Landsat V001,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2018-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0725,2,MEaSUREs Greenland Annual Ice Sheet Velocity Mosaics from SAR and Landsat V002,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2019-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0725,4,MEaSUREs Greenland Annual Ice Sheet Velocity Mosaics from SAR and Landsat V004,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2021-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0725,5,MEaSUREs Greenland Annual Ice Sheet Velocity Mosaics from SAR and Landsat V005,3,"LANDSAT-8,LANDSAT-9,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2023-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0478,1,MEaSUREs Greenland Ice Sheet Velocity Map from InSAR Data V001,3,"ALOS,RADARSAT-1,TSX",2000-09-03T00:00:00.000Z,2009-02-28T23:59:59.999Z
NSIDC_CPRD,NSIDC-0723,3,MEaSUREs Greenland Image Mosaics from Sentinel-1A and -1B V003,,"Sentinel-1A,Sentinel-1B",2015-01-01T00:00:00.000Z,2020-12-11T23:59:59.999Z
NSIDC_CPRD,NSIDC-0723,4,MEaSUREs Greenland Image Mosaics from Sentinel-1A and -1B V004,3,"Sentinel-1A,Sentinel-1B,Sentinel-1C",2015-01-01T00:00:00.000Z,2025-04-25T23:59:59.999Z
NSIDC_CPRD,NSIDC-0731,2,MEaSUREs Greenland Monthly Ice Sheet Velocity Mosaics from SAR and Landsat V002,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2019-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0731,4,MEaSUREs Greenland Monthly Ice Sheet Velocity Mosaics from SAR and Landsat V004,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2022-02-28T23:59:59.999Z
NSIDC_CPRD,NSIDC-0731,5,MEaSUREs Greenland Monthly Ice Sheet Velocity Mosaics from SAR and Landsat V005,3,"LANDSAT-8,LANDSAT-9,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2024-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0727,2,MEaSUREs Greenland Quarterly Ice Sheet Velocity Mosaics from SAR and Landsat V002,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2019-11-30T23:59:59.999Z
NSIDC_CPRD,NSIDC-0727,4,MEaSUREs Greenland Quarterly Ice Sheet Velocity Mosaics from SAR and Landsat V004,3,"LANDSAT-8,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2022-02-28T23:59:59.999Z
NSIDC_CPRD,NSIDC-0727,5,MEaSUREs Greenland Quarterly Ice Sheet Velocity Mosaics from SAR and Landsat V005,3,"LANDSAT-8,LANDSAT-9,Sentinel-1A,Sentinel-1B,TDX,TSX",2014-12-01T00:00:00.000Z,2024-11-30T23:59:59.999Z
ASF,NISAR_DEM,1,Modified Copernicus Digital Elevation Models used by the NASA-ISRO Synthetic Aperture Radar (NISAR) Mission,3,DEM,2024-10-30T00:00:00.000Z,
ASF,NISAR_ANC_AUX,1,NISAR Ancillary and Auxiliary Data,Not Provided,NISAR,2022-01-01T00:00:00.000Z,
ASF,NISAR_L2_GOFF_BETA_V1,1,NISAR Beta Geocoded Pixel Offsets (Version 1),2,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L2_GCOV_BETA_V1,1,NISAR Beta Geocoded Polarimetric Covariance Product (Version 1),2,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L2_GSLC_BETA_V1,1,NISAR Beta Geocoded Single Look Complex Product (Version 1),2,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L2_GUNW_BETA_V1,1,NISAR Beta Geocoded Unwrapped Interferogram Product (Version 1),2,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L1_ROFF_BETA_V1,1,NISAR Beta Range Doppler Pixel Offsets (Version 1),1,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L1_RSLC_BETA_V1,1,NISAR Beta Range Doppler Single Look Complex Product (Version 1),1,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L1_RUNW_BETA_V1,1,NISAR Beta Range Doppler Unwrapped Interferogram Product (Version 1),1,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L1_RIFG_BETA_V1,1,NISAR Beta Range Doppler Wrapped Interferogram Product (Version 1),1,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_L3_SME2_BETA_V1,1,NISAR Beta Soil Moisture (Version 1),3,NISAR,2025-10-01T00:00:00.000Z,
ASF,NISAR_COP,1,NISAR Coordinated Observation Plan,Not Provided,NISAR,2025-08-21T00:00:00.000Z,
ASF,NISAR_LRCLK_UTC,1,NISAR L-SAR Radar Clock to UTC Conversion File,Not Provided,NISAR,2019-01-01T00:00:00.000Z,
ASF,NISAR_OROST,1,NISAR Observation Radar Observation Sequence Table,Not Provided,NISAR,2025-08-21T00:00:00.000Z,
ASF,NISAR_OE,1,NISAR Orbit Ephemeris,1A,NISAR,2025-07-30T00:00:00.000Z,
ASF,NISAR_RP,1,NISAR Radar Pointing,1A,NISAR,2025-08-02T00:00:00.000Z,
ASF,NISAR_STUF,1,NISAR Spacecraft Trajectory Utility File,Not Provided,NISAR,2025-07-30T00:00:00.000Z,
ASF,NISAR_TEC,1,NISAR Total Electron Content,1A,NISAR,2025-08-26T00:00:00.000Z,
ASF,OPERA_L2_CSLC-S1-STATIC_V1,1,OPERA Coregistered Single-Look Complex from Sentinel-1 Static Layers validated product (Version 1),2,"Sentinel-1A,Sentinel-1B",2014-04-03T00:00:00.000Z,
ASF,OPERA_L2_CSLC-S1_V1,1,OPERA Coregistered Single-Look Complex from Sentinel-1 validated product (Version 1),2,"Sentinel-1A,Sentinel-1B,Sentinel-1C",2016-07-01T00:00:00.000Z,
ASF,OPERA_L2_RTC-S1-STATIC_V1,1,OPERA Radiometric Terrain Corrected SAR Backscatter from Sentinel-1 Static Layers validated product (Version 1),2,"Sentinel-1A,Sentinel-1B",2014-04-03T00:00:00.000Z,
ASF,OPERA_L2_RTC-S1_V1,1,OPERA Radiometric Terrain Corrected SAR Backscatter from Sentinel-1 validated product (Version 1),2,"Sentinel-1A,Sentinel-1B,Sentinel-1C",2016-04-14T00:00:00.000Z,
ASF,OPERA_L3_DISP-S1_V1,1,OPERA Surface Displacement from Sentinel-1 validated product (Version 1),3,"Sentinel-1A,Sentinel-1B,Sentinel-1C",2016-07-01T00:00:00.000Z,
ASF,OPERA_L4_TROPO-ZENITH_V1,1,OPERA Tropospheric Correction at Zenith validated product (Version 1),4,ECMWF,2016-01-01T00:00:00.000Z,
ASF,RSAT-1_L0,1,RADARSAT-1 Level 0 Product,0,RADARSAT-1,1996-02-01T03:18:56.000Z,2009-03-17T17:34:23.000Z
ASF,RSAT-1_L1,1,RADARSAT-1 Level 1 Product,1,RADARSAT-1,1996-02-01T03:18:56.000Z,2009-03-17T17:34:23.000Z
ASF,SEASAT_L1_SAR,1,Seasat Level 1 Synthetic Aperture Radar Products,1,SEASAT 1,1978-07-04T00:00:00.000Z,1978-10-12T00:00:00.000Z
ASF,SENTINEL-1_INTERFEROGRAMS,1,Sentinel-1 Interferograms,2,"Sentinel-1A,Sentinel-1B",2014-10-15T07:08:46.000Z,2023-05-28T23:28:15.000Z
ASF,SENTINEL-1_BURSTS,1,Sentinel-1 Single Look Complex (SLC) Bursts,1,"Sentinel-1A,Sentinel-1B,Sentinel-1C,Sentinel-1D",2014-06-15T00:00:00.000Z,
ASF,SENTINEL-1A_DP_GRD_FULL,1,Sentinel-1A Dual Polarization Full Resolution Ground Range Detected Product,1,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_DP_META_GRD_FULL,1,Sentinel-1A Dual Polarization Full Resolution Ground Range Detected Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_DP_GRD_HIGH,1,Sentinel-1A Dual Polarization High Resolution Ground Range Detected Product,1,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_DP_META_GRD_HIGH,1,Sentinel-1A Dual Polarization High Resolution Ground Range Detected Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_DP_GRD_MEDIUM,1,Sentinel-1A Dual Polarization Medium Resolution Ground Range Detected Product,1,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_DP_META_GRD_MEDIUM,1,Sentinel-1A Dual Polarization Medium Resolution Ground Range Detected Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_RAW,1,Sentinel-1A Level 0 Product,0,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_META_RAW,1,Sentinel-1A Level 0 Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_OCN,1,Sentinel-1A Ocean Product,2,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_META_OCN,1,Sentinel-1A Ocean Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_SLC,1,Sentinel-1A Single Look Complex Product,1,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_META_SLC,1,Sentinel-1A Single Look Complex Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_SP_GRD_HIGH,1,Sentinel-1A Single Polarization High Resolution Ground Range Detected Product,1,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_SP_META_GRD_HIGH,1,Sentinel-1A Single Polarization High Resolution Ground Range Detected Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_SP_GRD_MEDIUM,1,Sentinel-1A Single Polarization Medium Resolution Ground Range Detected Product,1,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1A_SP_META_GRD_MEDIUM,1,Sentinel-1A Single Polarization Medium Resolution Ground Range Detected Product Metadata,,Sentinel-1A,2014-04-03T00:00:00.000Z,
ASF,SENTINEL-1B_DP_GRD_HIGH,1,Sentinel-1B Dual Polarization High Resolution Ground Range Detected Product,1,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_DP_META_GRD_HIGH,1,Sentinel-1B Dual Polarization High Resolution Ground Range Detected Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_DP_GRD_MEDIUM,1,Sentinel-1B Dual Polarization Medium Resolution Ground Range Detected Product,1,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_DP_META_GRD_MEDIUM,1,Sentinel-1B Dual Polarization Medium Resolution Ground Range Detected Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_RAW,1,Sentinel-1B Level 0 Product,0,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_META_RAW,1,Sentinel-1B Level 0 Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_OCN,1,Sentinel-1B Ocean Product,2,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_META_OCN,1,Sentinel-1B Ocean Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_SLC,1,Sentinel-1B Single Look Complex Product,1,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_META_SLC,1,Sentinel-1B Single Look Complex Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_SP_GRD_HIGH,1,Sentinel-1B Single Polarization High Resolution Ground Range Detected Product,1,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_SP_META_GRD_HIGH,1,Sentinel-1B Single Polarization High Resolution Ground Range Detected Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_SP_GRD_MEDIUM,1,Sentinel-1B Single Polarization Medium Resolution Ground Range Detected Product,1,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1B_SP_META_GRD_MEDIUM,1,Sentinel-1B Single Polarization Medium Resolution Ground Range Detected Product Metadata,,Sentinel-1B,2016-04-25T00:00:00.000Z,2021-12-24T00:00:00.000Z
ASF,SENTINEL-1C_DP_GRD_HIGH,1,Sentinel-1C Dual Polarization High Resolution Ground Range Detected Product,1,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_DP_META_GRD_HIGH,1,Sentinel-1C Dual Polarization High Resolution Ground Range Detected Product Metadata,Not Provided,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_DP_GRD_MEDIUM,1,Sentinel-1C Dual Polarization Medium Resolution Ground Range Detected Product,1,Sentinel-1C,2025-04-01T00:00:00.000Z,
ASF,SENTINEL-1C_DP_META_GRD_MEDIUM,1,Sentinel-1C Dual Polarization Medium Resolution Ground Range Detected Product Metadata,Not Provided,Sentinel-1C,2025-04-01T00:00:00.000Z,
ASF,SENTINEL-1C_RAW,1,Sentinel-1C Level 0 Product,0,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_META_RAW,1,Sentinel-1C Level 0 Product Metadata,Not Provided,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_OCN,1,Sentinel-1C Ocean Product,2,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_META_OCN,1,Sentinel-1C Ocean Product Metadata,Not Provided,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_SLC,1,Sentinel-1C Single Look Complex Product,1,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_META_SLC,1,Sentinel-1C Single Look Complex Product Metadata,Not Provided,Sentinel-1C,2025-03-28T00:00:00.000Z,
ASF,SENTINEL-1C_SP_GRD_HIGH,1,Sentinel-1C Single Polarization High Resolution Ground Range Detected Product,1,Sentinel-1C,2025-04-09T00:00:00.000Z,
ASF,SENTINEL-1C_SP_META_GRD_HIGH,1,Sentinel-1C Single Polarization High Resolution Ground Range Detected Product Metadata,Not Provided,Sentinel-1C,2025-04-09T00:00:00.000Z,
ASF,SENTINEL-1C_SP_GRD_MEDIUM,1,Sentinel-1C Single Polarization Medium Resolution Ground Range Detected Product,1,Sentinel-1C,2025-04-19T00:00:00.000Z,
ASF,SENTINEL-1C_SP_META_GRD_MEDIUM,1,Sentinel-1C Single Polarization Medium Resolution Ground Range Detected Product Metadata,Not Provided,Sentinel-1C,2025-04-19T00:00:00.000Z,
ASF,SPL1A_001,1,SMAP Level 1A Radar Telemetry Product (Version 1),1,SMAP,2015-02-12T16:02:58.000Z,2021-11-04T04:46:26.000Z
ASF,SPL1A_002,2,SMAP Level 1A Radar Telemetry Product (Version 2),1,SMAP,2015-02-12T16:02:58.000Z,2021-11-04T04:46:26.000Z
ASF,SPL1B_SO_LoRes_001,1,SMAP Level 1B Low Resolution Radar Sigma Naught Time Order Product (Version 1),1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1B_SO_LoRes_002,2,SMAP Level 1B Low Resolution Radar Sigma Naught Time Order Product (Version 2),1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1B_SO_LoRes_003,3,SMAP Level 1B Low Resolution Radar Sigma Naught Time Order Product (Version 3),1,SMAP,2015-02-12T16:02:58.000Z,2025-01-08T05:10:56.000Z
ASF,SPL1C_S0_HiRes_001,1,SMAP Level 1C High Resolution Radar Sigma Naught Swath Grid Product (Version 1),1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1C_S0_HiRes_002,2,SMAP Level 1C High Resolution Radar Sigma Naught Swath Grid Product (Version 2),1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1C_S0_HiRes_003,3,SMAP Level 1C High Resolution Radar Sigma Naught Swath Grid Product (Version 3),1,SMAP,2015-02-12T16:02:58.000Z,2015-07-08T01:00:00.000Z
ASF,SPL1A_METADATA_001,1,SMAP_L1A_RADAR_METADATA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T15:00:00.000Z
ASF,SPL1A_METADATA_002,2,SMAP_L1A_RADAR_METADATA_V002,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1A_QA_001,1,SMAP_L1A_RADAR_QA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T15:00:00.000Z
ASF,SPL1A_QA_002,2,SMAP_L1A_RADAR_QA_V002,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1A_RO_METADATA_001,1,SMAP_L1A_RADAR_RECEIVE_ONLY_METADATA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2019-02-03T03:00:00.000Z
ASF,SPL1A_RO_METADATA_002,2,SMAP_L1A_RADAR_RECEIVE_ONLY_METADATA_V002,1,SMAP,2015-07-07T22:00:00.000Z,2016-04-21T02:00:00.000Z
ASF,SPL1A_RO_METADATA_003,3,SMAP_L1A_RADAR_RECEIVE_ONLY_METADATA_V003,1,SMAP,2015-02-12T16:02:58.000Z,
ASF,SPL1A_RO_QA_001,1,SMAP_L1A_RADAR_RECEIVE_ONLY_QA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-10-26T19:00:00.000Z
ASF,SPL1A_RO_QA_002,2,SMAP_L1A_RADAR_RECEIVE_ONLY_QA_V002,1,SMAP,2015-07-07T22:00:00.000Z,2016-04-21T02:00:00.000Z
ASF,SPL1A_RO_QA_003,3,SMAP_L1A_RADAR_RECEIVE_ONLY_QA_V003,1,SMAP,2015-02-12T16:02:58.000Z,
ASF,SPL1A_RO_001,1,SMAP_L1A_RADAR_RECEIVE_ONLY_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-10-26T19:00:00.000Z
ASF,SPL1A_RO_002,2,SMAP_L1A_RADAR_RECEIVE_ONLY_V002,1,SMAP,2015-07-07T22:00:00.000Z,2016-04-21T02:00:00.000Z
ASF,SPL1A_RO_003,3,SMAP_L1A_RADAR_RECEIVE_ONLY_V003,1,SMAP,2015-02-12T16:02:58.000Z,
ASF,SPL1B_SO_LoRes_METADATA_001,1,SMAP_L1B_SIGMA_NAUGHT_LOW_RES_METADATA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1B_SO_LoRes_METADATA_002,2,SMAP_L1B_SIGMA_NAUGHT_LOW_RES_METADATA_V002,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1B_SO_LoRes_METADATA_003,3,SMAP_L1B_SIGMA_NAUGHT_LOW_RES_METADATA_V003,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-08T01:00:00.000Z
ASF,SPL1B_SO_LoRes_QA_001,1,SMAP_L1B_SIGMA_NAUGHT_LOW_RES_QA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1B_SO_LoRes_QA_002,2,SMAP_L1B_SIGMA_NAUGHT_LOW_RES_QA_V002,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1B_SO_LoRes_QA_003,3,SMAP_L1B_SIGMA_NAUGHT_LOW_RES_QA_V003,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-08T01:00:00.000Z
ASF,SPL1C_S0_HiRes_METADATA_001,1,SMAP_L1C_SIGMA_NAUGHT_HIGH_RES_METADATA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1C_S0_HiRes_METADATA_002,2,SMAP_L1C_SIGMA_NAUGHT_HIGH_RES_METADATA_V002,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1C_S0_HiRes_METADATA_003,3,SMAP_L1C_SIGMA_NAUGHT_HIGH_RES_METADATA_V003,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-08T01:00:00.000Z
ASF,SPL1C_S0_HiRes_QA_001,1,SMAP_L1C_SIGMA_NAUGHT_HIGH_RES_QA_V001,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1C_S0_HiRes_QA_002,2,SMAP_L1C_SIGMA_NAUGHT_HIGH_RES_QA_V002,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-07T22:00:00.000Z
ASF,SPL1C_S0_HiRes_QA_003,3,SMAP_L1C_SIGMA_NAUGHT_HIGH_RES_QA_V003,1,SMAP,2015-02-12T16:02:58.000Z,2015-07-08T01:00:00.000Z
ASF,STS-59_GRD,1,STS-59_GRD,,STS-59,1994-04-09T00:00:00.000Z,1994-04-22T00:00:00.000Z
ASF,STS-59_META_GRD,1,STS-59_METADATA_GRD,,STS-59,1994-04-09T00:00:00.000Z,1994-04-22T00:00:00.000Z
ASF,STS-59_META_SLC,1,STS-59_METADATA_SLC,,STS-59,1994-04-09T00:00:00.000Z,1994-04-22T00:00:00.000Z
